"FID","Name","LH_MED","Height","YearBuilt","POINT_X","POINT_Y","year","reach","lights"
480,"Aberdovey",0,0,0,260904.2323,295847.7894,1693,NA,0
480,"Aberdovey",0,0,0,260904.2323,295847.7894,1753,NA,0
480,"Aberdovey",0,0,0,260904.2323,295847.7894,1831,0,0
480,"Aberdovey",0,0,0,260904.2323,295847.7894,1851,0,0
480,"Aberdovey",0,0,0,260904.2323,295847.7894,1911,0,1
481,"AberystwithHarbour",0,0,1864,257750.5787,281655.996,1693,NA,0
481,"AberystwithHarbour",0,0,1864,257750.5787,281655.996,1753,NA,0
481,"AberystwithHarbour",0,0,1864,257750.5787,281655.996,1831,0,2
481,"AberystwithHarbour",0,0,1864,257750.5787,281655.996,1851,0,2
481,"AberystwithHarbour",0,0,1864,257750.5787,281655.996,1911,0,1
99,"AlderneyHigh",0,0,1859,388165.6869,-18935.1352,1693,NA,0
99,"AlderneyHigh",0,0,1859,388165.6869,-18935.1352,1753,NA,0
99,"AlderneyHigh",0,0,1859,388165.6869,-18935.1352,1831,0,0
99,"AlderneyHigh",0,0,1859,388165.6869,-18935.1352,1851,0,0
99,"AlderneyHigh",0,0,1859,388165.6869,-18935.1352,1911,9,1
100,"AlderneyLow",0,0,1859,388181.9371,-18885.5888,1693,NA,0
100,"AlderneyLow",0,0,1859,388181.9371,-18885.5888,1753,NA,0
100,"AlderneyLow",0,0,1859,388181.9371,-18885.5888,1831,0,0
100,"AlderneyLow",0,0,1859,388181.9371,-18885.5888,1851,0,0
100,"AlderneyLow",0,0,1859,388181.9371,-18885.5888,1911,0,1
534,"AlexandraDock",0,0,0,332214.7062,185270.8681,1693,NA,0
534,"AlexandraDock",0,0,0,332214.7062,185270.8681,1753,NA,0
534,"AlexandraDock",0,0,0,332214.7062,185270.8681,1831,0,0
534,"AlexandraDock",0,0,0,332214.7062,185270.8681,1851,0,0
534,"AlexandraDock",0,0,0,332214.7062,185270.8681,1911,0,1
125,"AlumBay",0,0,1888,430409.2945,85645.1625,1693,NA,0
125,"AlumBay",0,0,1888,430409.2945,85645.1625,1753,NA,0
125,"AlumBay",0,0,1888,430409.2945,85645.1625,1831,0,0
125,"AlumBay",0,0,1888,430409.2945,85645.1625,1851,0,0
125,"AlumBay",0,0,1888,430409.2945,85645.1625,1911,0,1
463,"AmlwchPort",0,26,1817,245523.2337,393722.0735,1693,NA,0
463,"AmlwchPort",0,26,1817,245523.2337,393722.0735,1753,NA,0
463,"AmlwchPort",0,26,1817,245523.2337,393722.0735,1831,8,1
463,"AmlwchPort",0,26,1817,245523.2337,393722.0735,1851,9,1
463,"AmlwchPort",0,26,1817,245523.2337,393722.0735,1911,9,1
119,"AnvilPoint",0,0,1881,402834.7967,76976.8356,1693,NA,0
119,"AnvilPoint",0,0,1881,402834.7967,76976.8356,1753,NA,0
119,"AnvilPoint",0,0,1881,402834.7967,76976.8356,1831,0,0
119,"AnvilPoint",0,0,1881,402834.7967,76976.8356,1851,0,0
119,"AnvilPoint",0,0,1881,402834.7967,76976.8356,1911,18,1
538,"Avon",0,0,1840,350441.604,178792.1848,1693,NA,0
538,"Avon",0,0,1840,350441.604,178792.1848,1753,NA,0
538,"Avon",0,0,1840,350441.604,178792.1848,1831,0,0
538,"Avon",0,0,1840,350441.604,178792.1848,1851,13,1
538,"Avon",0,0,1840,350441.604,178792.1848,1911,0,0
549,"Avon12",0,0,1905,354804.0715,175227.6783,1693,NA,0
549,"Avon12",0,0,1905,354804.0715,175227.6783,1753,NA,0
549,"Avon12",0,0,1905,354804.0715,175227.6783,1831,0,0
549,"Avon12",0,0,1905,354804.0715,175227.6783,1851,0,0
549,"Avon12",0,0,1905,354804.0715,175227.6783,1911,0,1
550,"Avon19",0,0,1903,355231.5745,175010.8184,1693,NA,0
550,"Avon19",0,0,1903,355231.5745,175010.8184,1753,NA,0
550,"Avon19",0,0,1903,355231.5745,175010.8184,1831,0,0
550,"Avon19",0,0,1903,355231.5745,175010.8184,1851,0,0
550,"Avon19",0,0,1903,355231.5745,175010.8184,1911,0,1
552,"Avon20",0,0,1903,356047.4399,174552.5241,1693,NA,0
552,"Avon20",0,0,1903,356047.4399,174552.5241,1753,NA,0
552,"Avon20",0,0,1903,356047.4399,174552.5241,1831,0,0
552,"Avon20",0,0,1903,356047.4399,174552.5241,1851,0,0
552,"Avon20",0,0,1903,356047.4399,174552.5241,1911,0,1
541,"Avon7",0,0,1903,350678.5654,177700.1096,1693,NA,0
541,"Avon7",0,0,1903,350678.5654,177700.1096,1753,NA,0
541,"Avon7",0,0,1903,350678.5654,177700.1096,1831,0,0
541,"Avon7",0,0,1903,350678.5654,177700.1096,1851,0,0
541,"Avon7",0,0,1903,350678.5654,177700.1096,1911,0,1
544,"AvonChapelPill",0,0,1903,353603.3573,176203.9117,1693,NA,0
544,"AvonChapelPill",0,0,1903,353603.3573,176203.9117,1753,NA,0
544,"AvonChapelPill",0,0,1903,353603.3573,176203.9117,1831,0,0
544,"AvonChapelPill",0,0,1903,353603.3573,176203.9117,1851,0,0
544,"AvonChapelPill",0,0,1903,353603.3573,176203.9117,1911,0,1
545,"AvonHorseshoe",0,0,1903,353848.4569,176791.2099,1693,NA,0
545,"AvonHorseshoe",0,0,1903,353848.4569,176791.2099,1753,NA,0
545,"AvonHorseshoe",0,0,1903,353848.4569,176791.2099,1831,0,0
545,"AvonHorseshoe",0,0,1903,353848.4569,176791.2099,1851,0,0
545,"AvonHorseshoe",0,0,1903,353848.4569,176791.2099,1911,0,1
546,"AvonHorseshoe2",0,0,1903,354118.9168,176779.4199,1693,NA,0
546,"AvonHorseshoe2",0,0,1903,354118.9168,176779.4199,1753,NA,0
546,"AvonHorseshoe2",0,0,1903,354118.9168,176779.4199,1831,0,0
546,"AvonHorseshoe2",0,0,1903,354118.9168,176779.4199,1851,0,0
546,"AvonHorseshoe2",0,0,1903,354118.9168,176779.4199,1911,0,1
543,"AvonHungRoad",0,0,1903,353193.3114,175930.5322,1693,NA,0
543,"AvonHungRoad",0,0,1903,353193.3114,175930.5322,1753,NA,0
543,"AvonHungRoad",0,0,1903,353193.3114,175930.5322,1831,0,0
543,"AvonHungRoad",0,0,1903,353193.3114,175930.5322,1851,0,0
543,"AvonHungRoad",0,0,1903,353193.3114,175930.5322,1911,0,1
542,"AvonPill",0,0,1903,352527.819,176135.1027,1693,NA,0
542,"AvonPill",0,0,1903,352527.819,176135.1027,1753,NA,0
542,"AvonPill",0,0,1903,352527.819,176135.1027,1831,0,0
542,"AvonPill",0,0,1903,352527.819,176135.1027,1851,0,0
542,"AvonPill",0,0,1903,352527.819,176135.1027,1911,0,1
539,"AvonRriver",0,0,1880,349411.0908,178491.3916,1693,NA,0
539,"AvonRriver",0,0,1880,349411.0908,178491.3916,1753,NA,0
539,"AvonRriver",0,0,1880,349411.0908,178491.3916,1831,0,0
539,"AvonRriver",0,0,1880,349411.0908,178491.3916,1851,0,0
539,"AvonRriver",0,0,1880,349411.0908,178491.3916,1911,0,2
548,"AvonSeamills",0,0,1903,354826.862,175893.4038,1693,NA,0
548,"AvonSeamills",0,0,1903,354826.862,175893.4038,1753,NA,0
548,"AvonSeamills",0,0,1903,354826.862,175893.4038,1831,0,0
548,"AvonSeamills",0,0,1903,354826.862,175893.4038,1851,0,0
548,"AvonSeamills",0,0,1903,354826.862,175893.4038,1911,0,1
547,"AvonSeamillsNorth",0,0,1903,354568.1758,176287.8372,1693,NA,0
547,"AvonSeamillsNorth",0,0,1903,354568.1758,176287.8372,1753,NA,0
547,"AvonSeamillsNorth",0,0,1903,354568.1758,176287.8372,1831,0,0
547,"AvonSeamillsNorth",0,0,1903,354568.1758,176287.8372,1851,0,0
547,"AvonSeamillsNorth",0,0,1903,354568.1758,176287.8372,1911,0,1
602,"AyrePoint",0,0,1811,332967.779881,388457.205055,1693,NA,0
602,"AyrePoint",0,0,1811,332967.779881,388457.205055,1753,NA,0
602,"AyrePoint",0,0,1811,332967.779881,388457.205055,1831,15,1
602,"AyrePoint",0,0,1811,332967.779881,388457.205055,1851,10,1
602,"AyrePoint",0,0,1811,332967.779881,388457.205055,1911,16,2
81,"Babbacombe",0,0,0,292978.7527,65580.892,1693,NA,0
81,"Babbacombe",0,0,0,292978.7527,65580.892,1753,NA,0
81,"Babbacombe",0,0,0,292978.7527,65580.892,1831,0,0
81,"Babbacombe",0,0,0,292978.7527,65580.892,1851,0,0
81,"Babbacombe",0,0,0,292978.7527,65580.892,1911,0,1
399,"BahamaBank_LV",0,0,1848,255958.0532,494746.792,1693,NA,0
399,"BahamaBank_LV",0,0,1848,255958.0532,494746.792,1753,NA,0
399,"BahamaBank_LV",0,0,1848,255958.0532,494746.792,1831,0,0
399,"BahamaBank_LV",0,0,1848,255958.0532,494746.792,1851,10,2
399,"BahamaBank_LV",0,0,1848,255958.0532,494746.792,1911,11,1
0,"Balsey_Beacon",0,0,0,633483.006,238034.6783,1693,NA,1
0,"Balsey_Beacon",0,0,0,633483.006,238034.6783,1753,NA,0
0,"Balsey_Beacon",0,0,0,633483.006,238034.6783,1831,0,0
0,"Balsey_Beacon",0,0,0,633483.006,238034.6783,1851,0,0
0,"Balsey_Beacon",0,0,0,633483.006,238034.6783,1911,0,0
358,"Bamburgh",0,0,1910,417371.3035,635931.561,1693,NA,0
358,"Bamburgh",0,0,1910,417371.3035,635931.561,1753,NA,0
358,"Bamburgh",0,0,1910,417371.3035,635931.561,1831,0,0
358,"Bamburgh",0,0,1910,417371.3035,635931.561,1851,0,0
358,"Bamburgh",0,0,1910,417371.3035,635931.561,1911,12,1
476,"Bardsey",0,141,1821,211055.8129,320627.6375,1693,NA,0
476,"Bardsey",0,141,1821,211055.8129,320627.6375,1753,NA,0
476,"Bardsey",0,141,1821,211055.8129,320627.6375,1831,17,1
476,"Bardsey",0,141,1821,211055.8129,320627.6375,1851,17,1
476,"Bardsey",0,141,1821,211055.8129,320627.6375,1911,17,1
479,"Barmouth",0,0,1847,261408.2512,315220.9502,1693,NA,0
479,"Barmouth",0,0,1847,261408.2512,315220.9502,1753,NA,0
479,"Barmouth",0,0,1847,261408.2512,315220.9502,1831,0,0
479,"Barmouth",0,0,1847,261408.2512,315220.9502,1851,0,0
479,"Barmouth",0,0,1847,261408.2512,315220.9502,1911,0,1
408,"BarrowChannel",0,0,1902,323408.9124,462517.4586,1693,NA,0
408,"BarrowChannel",0,0,1902,323408.9124,462517.4586,1753,NA,0
408,"BarrowChannel",0,0,1902,323408.9124,462517.4586,1831,0,0
408,"BarrowChannel",0,0,1902,323408.9124,462517.4586,1851,0,0
408,"BarrowChannel",0,0,1902,323408.9124,462517.4586,1911,13,2
251,"Barrow_LV",0,0,1908,617828.3787,188212.2997,1693,NA,0
251,"Barrow_LV",0,0,1908,617828.3787,188212.2997,1753,NA,0
251,"Barrow_LV",0,0,1908,617828.3787,188212.2997,1831,0,0
251,"Barrow_LV",0,0,1908,617828.3787,188212.2997,1851,0,0
251,"Barrow_LV",0,0,1908,617828.3787,188212.2997,1911,11,1
521,"BarryDockBasinEntrance",0,0,0,312300.8963,167023.8195,1693,NA,0
521,"BarryDockBasinEntrance",0,0,0,312300.8963,167023.8195,1753,NA,0
521,"BarryDockBasinEntrance",0,0,0,312300.8963,167023.8195,1831,0,0
521,"BarryDockBasinEntrance",0,0,0,312300.8963,167023.8195,1851,0,0
521,"BarryDockBasinEntrance",0,0,0,312300.8963,167023.8195,1911,0,1
519,"BarryEastBreakWater",0,0,1890,312546.3987,166667.6765,1693,NA,0
519,"BarryEastBreakWater",0,0,1890,312546.3987,166667.6765,1753,NA,0
519,"BarryEastBreakWater",0,0,1890,312546.3987,166667.6765,1831,0,0
519,"BarryEastBreakWater",0,0,1890,312546.3987,166667.6765,1851,0,0
519,"BarryEastBreakWater",0,0,1890,312546.3987,166667.6765,1911,0,1
518,"BarryWestBreakWater",0,0,1890,312431.4963,166593.9015,1693,NA,0
518,"BarryWestBreakWater",0,0,1890,312431.4963,166593.9015,1753,NA,0
518,"BarryWestBreakWater",0,0,1890,312431.4963,166593.9015,1831,0,0
518,"BarryWestBreakWater",0,0,1890,312431.4963,166593.9015,1851,0,0
518,"BarryWestBreakWater",0,0,1890,312431.4963,166593.9015,1911,0,1
188,"BeachyHead",0,285,1828,558159.1426,95139.4535,1693,NA,0
188,"BeachyHead",0,285,1828,558159.1426,95139.4535,1753,NA,0
188,"BeachyHead",0,285,1828,558159.1426,95139.4535,1831,23,1
188,"BeachyHead",0,285,1828,558159.1426,95139.4535,1851,22,1
188,"BeachyHead",0,285,1828,558159.1426,95139.4535,1911,16,1
457,"Beaumaris",0,0,1865,260599.2394,375861.0031,1693,NA,0
457,"Beaumaris",0,0,1865,260599.2394,375861.0031,1753,NA,0
457,"Beaumaris",0,0,1865,260599.2394,375861.0031,1831,0,0
457,"Beaumaris",0,0,1865,260599.2394,375861.0031,1851,0,0
457,"Beaumaris",0,0,1865,260599.2394,375861.0031,1911,0,1
86,"Beer",0,0,1892,323196.7952,89188.0307,1693,NA,0
86,"Beer",0,0,1892,323196.7952,89188.0307,1753,NA,0
86,"Beer",0,0,1892,323196.7952,89188.0307,1831,0,0
86,"Beer",0,0,1892,323196.7952,89188.0307,1851,0,0
86,"Beer",0,0,1892,323196.7952,89188.0307,1911,0,1
105,"Belvedere",0,0,1888,362018.4675,-49286.8826,1693,NA,0
105,"Belvedere",0,0,1888,362018.4675,-49286.8826,1753,NA,0
105,"Belvedere",0,0,1888,362018.4675,-49286.8826,1831,0,0
105,"Belvedere",0,0,1888,362018.4675,-49286.8826,1851,0,0
105,"Belvedere",0,0,1888,362018.4675,-49286.8826,1911,12,1
78,"BerryHead",0,0,1906,294572.4163,56640.5981,1693,NA,0
78,"BerryHead",0,0,1906,294572.4163,56640.5981,1753,NA,0
78,"BerryHead",0,0,1906,294572.4163,56640.5981,1831,0,0
78,"BerryHead",0,0,1906,294572.4163,56640.5981,1851,0,0
78,"BerryHead",0,0,1906,294572.4163,56640.5981,1911,20,1
360,"Berwick",0,55,1826,400993.3849,652373.0444,1693,NA,0
360,"Berwick",0,55,1826,400993.3849,652373.0444,1753,NA,0
360,"Berwick",0,55,1826,400993.3849,652373.0444,1831,12,2
360,"Berwick",0,55,1826,400993.3849,652373.0444,1851,11,2
360,"Berwick",0,55,1826,400993.3849,652373.0444,1911,12,2
562,"Bideford",0,300,1820,245555.1797,132717.7772,1693,NA,0
562,"Bideford",0,300,1820,245555.1797,132717.7772,1753,NA,0
562,"Bideford",0,300,1820,245555.1797,132717.7772,1831,14,2
562,"Bideford",0,300,1820,245555.1797,132717.7772,1851,14,2
562,"Bideford",0,300,1820,245555.1797,132717.7772,1911,14,3
600,"BirkenheadNewFerry",0,0,0,333811.50343,386133.886041,1693,NA,0
600,"BirkenheadNewFerry",0,0,0,333811.50343,386133.886041,1753,NA,0
600,"BirkenheadNewFerry",0,0,0,333811.50343,386133.886041,1831,0,0
600,"BirkenheadNewFerry",0,0,0,333811.50343,386133.886041,1851,0,0
600,"BirkenheadNewFerry",0,0,0,333811.50343,386133.886041,1911,0,1
601,"BirkenheadRockFerry",0,0,0,333827.525453,386894.564646,1693,NA,0
601,"BirkenheadRockFerry",0,0,0,333827.525453,386894.564646,1753,NA,0
601,"BirkenheadRockFerry",0,0,0,333827.525453,386894.564646,1831,0,0
601,"BirkenheadRockFerry",0,0,0,333827.525453,386894.564646,1851,0,0
601,"BirkenheadRockFerry",0,0,0,333827.525453,386894.564646,1911,0,1
598,"BirkenheadWallasay",0,0,0,332547.439328,390863.072698,1693,NA,0
598,"BirkenheadWallasay",0,0,0,332547.439328,390863.072698,1753,NA,0
598,"BirkenheadWallasay",0,0,0,332547.439328,390863.072698,1831,0,0
598,"BirkenheadWallasay",0,0,0,332547.439328,390863.072698,1851,0,0
598,"BirkenheadWallasay",0,0,0,332547.439328,390863.072698,1911,0,3
599,"BirkenheadWoodsideFerry",0,0,0,332977.329308,389284.124402,1693,NA,0
599,"BirkenheadWoodsideFerry",0,0,0,332977.329308,389284.124402,1753,NA,0
599,"BirkenheadWoodsideFerry",0,0,0,332977.329308,389284.124402,1831,0,0
599,"BirkenheadWoodsideFerry",0,0,0,332977.329308,389284.124402,1851,0,0
599,"BirkenheadWoodsideFerry",0,0,0,332977.329308,389284.124402,1911,0,6
596,"BishopRock",0,134,1851,80644.1416408,6512.64360554,1693,NA,0
596,"BishopRock",0,134,1851,80644.1416408,6512.64360554,1753,NA,0
596,"BishopRock",0,134,1851,80644.1416408,6512.64360554,1831,0,0
596,"BishopRock",0,134,1851,80644.1416408,6512.64360554,1851,0,1
596,"BishopRock",0,134,1851,80644.1416408,6512.64360554,1911,18,1
1,"BlackRock",0,88,1830,330784.2198,394720.3479,1693,NA,0
1,"BlackRock",0,88,1830,330784.2198,394720.3479,1753,NA,0
1,"BlackRock",0,88,1830,330784.2198,394720.3479,1831,15,1
1,"BlackRock",0,88,1830,330784.2198,394720.3479,1851,14,1
1,"BlackRock",0,88,1830,330784.2198,394720.3479,1911,13,1
414,"BlackScar",0,0,1898,341223.3738,457188.6064,1693,NA,0
414,"BlackScar",0,0,1898,341223.3738,457188.6064,1753,NA,0
414,"BlackScar",0,0,1898,341223.3738,457188.6064,1831,0,0
414,"BlackScar",0,0,1898,341223.3738,457188.6064,1851,0,0
414,"BlackScar",0,0,1898,341223.3738,457188.6064,1911,2,1
554,"Blacknore",0,0,1894,344476.264,176553.7699,1693,NA,0
554,"Blacknore",0,0,1894,344476.264,176553.7699,1753,NA,0
554,"Blacknore",0,0,1894,344476.264,176553.7699,1831,0,0
554,"Blacknore",0,0,1894,344476.264,176553.7699,1851,0,0
554,"Blacknore",0,0,1894,344476.264,176553.7699,1911,11,1
417,"BlackpoolCentralPier",0,0,1899,330189.7386,435482.3063,1693,NA,0
417,"BlackpoolCentralPier",0,0,1899,330189.7386,435482.3063,1753,NA,0
417,"BlackpoolCentralPier",0,0,1899,330189.7386,435482.3063,1831,0,0
417,"BlackpoolCentralPier",0,0,1899,330189.7386,435482.3063,1851,0,0
417,"BlackpoolCentralPier",0,0,1899,330189.7386,435482.3063,1911,0,1
416,"BlackpoolNorthPier",0,0,1899,330104.9752,436419.1007,1693,NA,0
416,"BlackpoolNorthPier",0,0,1899,330104.9752,436419.1007,1753,NA,0
416,"BlackpoolNorthPier",0,0,1899,330104.9752,436419.1007,1831,0,0
416,"BlackpoolNorthPier",0,0,1899,330104.9752,436419.1007,1851,0,0
416,"BlackpoolNorthPier",0,0,1899,330104.9752,436419.1007,1911,0,1
418,"BlackpoolVictoriaPier",0,0,1890,330136.0305,433791.7529,1693,NA,0
418,"BlackpoolVictoriaPier",0,0,1890,330136.0305,433791.7529,1753,NA,0
418,"BlackpoolVictoriaPier",0,0,1890,330136.0305,433791.7529,1831,0,0
418,"BlackpoolVictoriaPier",0,0,1890,330136.0305,433791.7529,1851,0,0
418,"BlackpoolVictoriaPier",0,0,1890,330136.0305,433791.7529,1911,0,1
2,"Blacktail_Beacon",0,0,0,605171.1682,192132.994,1693,NA,1
2,"Blacktail_Beacon",0,0,0,605171.1682,192132.994,1753,NA,1
2,"Blacktail_Beacon",0,0,0,605171.1682,192132.994,1831,0,0
2,"Blacktail_Beacon",0,0,0,605171.1682,192132.994,1851,0,0
2,"Blacktail_Beacon",0,0,0,605171.1682,192132.994,1911,0,0
575,"Blakeney",1,0,0,603163.1427,343630.111,1693,NA,0
575,"Blakeney",1,0,0,603163.1427,343630.111,1753,NA,0
575,"Blakeney",1,0,0,603163.1427,343630.111,1831,0,0
575,"Blakeney",1,0,0,603163.1427,343630.111,1851,0,0
575,"Blakeney",1,0,0,603163.1427,343630.111,1911,0,0
348,"Blyth",0,52,1788,431916.5118,581362.5955,1693,NA,0
348,"Blyth",0,52,1788,431916.5118,581362.5955,1753,NA,0
348,"Blyth",0,52,1788,431916.5118,581362.5955,1831,10,1
348,"Blyth",0,52,1788,431916.5118,581362.5955,1851,11,2
348,"Blyth",0,52,1788,431916.5118,581362.5955,1911,15,2
349,"BlythEastPier",0,0,1884,432565.6286,580347.502,1693,NA,0
349,"BlythEastPier",0,0,1884,432565.6286,580347.502,1753,NA,0
349,"BlythEastPier",0,0,1884,432565.6286,580347.502,1831,0,0
349,"BlythEastPier",0,0,1884,432565.6286,580347.502,1851,0,0
349,"BlythEastPier",0,0,1884,432565.6286,580347.502,1911,7,3
351,"BlythSnook",0,0,0,432532.8694,580213.2867,1693,NA,0
351,"BlythSnook",0,0,0,432532.8694,580213.2867,1753,NA,0
351,"BlythSnook",0,0,0,432532.8694,580213.2867,1831,0,0
351,"BlythSnook",0,0,0,432532.8694,580213.2867,1851,0,0
351,"BlythSnook",0,0,0,432532.8694,580213.2867,1911,0,2
350,"BlythWestPier",0,0,1888,432738.1677,580354.1079,1693,NA,0
350,"BlythWestPier",0,0,1888,432738.1677,580354.1079,1753,NA,0
350,"BlythWestPier",0,0,1888,432738.1677,580354.1079,1831,0,0
350,"BlythWestPier",0,0,1888,432738.1677,580354.1079,1851,0,0
350,"BlythWestPier",0,0,1888,432738.1677,580354.1079,1911,0,2
176,"Bognor",0,0,1891,493357.7118,98754.4412,1693,NA,0
176,"Bognor",0,0,1891,493357.7118,98754.4412,1753,NA,0
176,"Bognor",0,0,1891,493357.7118,98754.4412,1831,0,0
176,"Bognor",0,0,1891,493357.7118,98754.4412,1851,0,0
176,"Bognor",0,0,1891,493357.7118,98754.4412,1911,5,1
123,"Boscombe",0,0,1905,411091.1033,91038.1728,1693,NA,0
123,"Boscombe",0,0,1905,411091.1033,91038.1728,1753,NA,0
123,"Boscombe",0,0,1905,411091.1033,91038.1728,1831,0,0
123,"Boscombe",0,0,1905,411091.1033,91038.1728,1851,0,0
123,"Boscombe",0,0,1905,411091.1033,91038.1728,1911,0,1
296,"Boston",0,0,1868,539363.7595,339106.13,1693,NA,0
296,"Boston",0,0,1868,539363.7595,339106.13,1753,NA,0
296,"Boston",0,0,1868,539363.7595,339106.13,1831,0,0
296,"Boston",0,0,1868,539363.7595,339106.13,1851,0,0
296,"Boston",0,0,1868,539363.7595,339106.13,1911,0,3
122,"Bournmouth",0,0,1901,408860.2115,90531.1167,1693,NA,0
122,"Bournmouth",0,0,1901,408860.2115,90531.1167,1753,NA,0
122,"Bournmouth",0,0,1901,408860.2115,90531.1167,1831,0,0
122,"Bournmouth",0,0,1901,408860.2115,90531.1167,1851,0,0
122,"Bournmouth",0,0,1901,408860.2115,90531.1167,1911,0,1
160,"BradingEmbankment",0,0,1894,464110.6446,89267.1927,1693,NA,0
160,"BradingEmbankment",0,0,1894,464110.6446,89267.1927,1753,NA,0
160,"BradingEmbankment",0,0,1894,464110.6446,89267.1927,1831,0,0
160,"BradingEmbankment",0,0,1894,464110.6446,89267.1927,1851,0,0
160,"BradingEmbankment",0,0,1894,464110.6446,89267.1927,1911,0,2
319,"BranSands",0,0,0,456302.9762,526953.618,1693,NA,0
319,"BranSands",0,0,0,456302.9762,526953.618,1753,NA,0
319,"BranSands",0,0,0,456302.9762,526953.618,1831,0,0
319,"BranSands",0,0,0,456302.9762,526953.618,1851,0,1
319,"BranSands",0,0,0,456302.9762,526953.618,1911,0,0
517,"Breaksea_LV",0,0,1866,320946.4983,171571.8945,1693,NA,0
517,"Breaksea_LV",0,0,1866,320946.4983,171571.8945,1753,NA,0
517,"Breaksea_LV",0,0,1866,320946.4983,171571.8945,1831,0,0
517,"Breaksea_LV",0,0,1866,320946.4983,171571.8945,1851,0,0
517,"Breaksea_LV",0,0,1866,320946.4983,171571.8945,1911,11,1
442,"Bridgewater",0,0,0,350545.5818,383402.0491,1693,NA,0
442,"Bridgewater",0,0,0,350545.5818,383402.0491,1753,NA,0
442,"Bridgewater",0,0,0,350545.5818,383402.0491,1831,0,0
442,"Bridgewater",0,0,0,350545.5818,383402.0491,1851,0,0
442,"Bridgewater",0,0,0,350545.5818,383402.0491,1911,0,1
312,"Bridlington",0,0,1852,518566.1288,466571.6005,1693,NA,0
312,"Bridlington",0,0,1852,518566.1288,466571.6005,1753,NA,0
312,"Bridlington",0,0,1852,518566.1288,466571.6005,1831,0,0
312,"Bridlington",0,0,1852,518566.1288,466571.6005,1851,0,0
312,"Bridlington",0,0,1852,518566.1288,466571.6005,1911,5,2
88,"Bridport",0,0,1890,346124.1665,90071.6493,1693,NA,0
88,"Bridport",0,0,1890,346124.1665,90071.6493,1753,NA,0
88,"Bridport",0,0,1890,346124.1665,90071.6493,1831,0,0
88,"Bridport",0,0,1890,346124.1665,90071.6493,1851,0,0
88,"Bridport",0,0,1890,346124.1665,90071.6493,1911,0,2
182,"BrightonMarinePalacePier",0,42,1824,531222.4678,103420.0086,1693,NA,0
182,"BrightonMarinePalacePier",0,42,1824,531222.4678,103420.0086,1753,NA,0
182,"BrightonMarinePalacePier",0,42,1824,531222.4678,103420.0086,1831,9,1
182,"BrightonMarinePalacePier",0,42,1824,531222.4678,103420.0086,1851,10,1
182,"BrightonMarinePalacePier",0,42,1824,531222.4678,103420.0086,1911,0,1
183,"BrightonWestPier",0,0,0,530173.0662,103861.4585,1693,NA,0
183,"BrightonWestPier",0,0,0,530173.0662,103861.4585,1753,NA,0
183,"BrightonWestPier",0,0,0,530173.0662,103861.4585,1831,0,0
183,"BrightonWestPier",0,0,0,530173.0662,103861.4585,1851,0,0
183,"BrightonWestPier",0,0,0,530173.0662,103861.4585,1911,5,1
511,"BritonFerryBasin",0,0,0,273608.8239,193774.7384,1693,NA,0
511,"BritonFerryBasin",0,0,0,273608.8239,193774.7384,1753,NA,0
511,"BritonFerryBasin",0,0,0,273608.8239,193774.7384,1831,0,0
511,"BritonFerryBasin",0,0,0,273608.8239,193774.7384,1851,0,0
511,"BritonFerryBasin",0,0,0,273608.8239,193774.7384,1911,0,1
512,"BritonFerryDock",0,0,0,273210.90853,193552.224469,1693,NA,0
512,"BritonFerryDock",0,0,0,273210.90853,193552.224469,1753,NA,0
512,"BritonFerryDock",0,0,0,273210.90853,193552.224469,1831,0,0
512,"BritonFerryDock",0,0,0,273210.90853,193552.224469,1851,0,0
512,"BritonFerryDock",0,0,0,273210.90853,193552.224469,1911,0,1
79,"Brixham",0,0,1839,292509.0313,57331.9701,1693,NA,0
79,"Brixham",0,0,1839,292509.0313,57331.9701,1753,NA,0
79,"Brixham",0,0,1839,292509.0313,57331.9701,1831,0,0
79,"Brixham",0,0,1839,292509.0313,57331.9701,1851,16,1
79,"Brixham",0,0,1839,292509.0313,57331.9701,1911,5,2
242,"Broadness",0,0,1885,560462.6536,176777.9248,1693,NA,0
242,"Broadness",0,0,1885,560462.6536,176777.9248,1753,NA,0
242,"Broadness",0,0,1885,560462.6536,176777.9248,1831,0,0
242,"Broadness",0,0,1885,560462.6536,176777.9248,1851,0,0
242,"Broadness",0,0,1885,560462.6536,176777.9248,1911,0,1
437,"BrunswickDock",0,0,1908,334630.7765,388428.9602,1693,NA,0
437,"BrunswickDock",0,0,1908,334630.7765,388428.9602,1753,NA,0
437,"BrunswickDock",0,0,1908,334630.7765,388428.9602,1831,0,0
437,"BrunswickDock",0,0,1908,334630.7765,388428.9602,1851,0,0
437,"BrunswickDock",0,0,1908,334630.7765,388428.9602,1911,0,1
561,"BullPoint",0,0,1879,246229.8186,146791.0048,1693,NA,0
561,"BullPoint",0,0,1879,246229.8186,146791.0048,1753,NA,0
561,"BullPoint",0,0,1879,246229.8186,146791.0048,1831,0,0
561,"BullPoint",0,0,1879,246229.8186,146791.0048,1851,0,0
561,"BullPoint",0,0,1879,246229.8186,146791.0048,1911,18,2
301,"BullSand_LV",0,0,1832,538783.9723,409383.3825,1693,NA,0
301,"BullSand_LV",0,0,1832,538783.9723,409383.3825,1753,NA,0
301,"BullSand_LV",0,0,1832,538783.9723,409383.3825,1831,0,0
